prob_q5_q1,i_urban,share_black,share_middleclass,share_divorced,share_married
0.089488,1,0.0595318,0.54259,0.1078073,0.5936079
0.0656217,1,0.0166736,0.56592,0.1122784,0.5550495
0.1162791,0,0.0113572,0.48406,0.1199224,0.5414287
0.2046512,0,0.0128962,0.59847,0.082318,0.6334357
0.2432432,0,0.0040385,0.65049,0.0767751,0.6263229
0.1686747,0,0.0403158,0.65759,0.0809982,0.6796891
0.1486486,0,0.0018981,0.67666,0.0602128,0.6681866
0.1989796,0,0.0035073,0.66209,0.0651982,0.6431413
0.1949152,0,0.0041133,0.6781,0.0610349,0.6045997
0.1824561,0,0.0014217,0.65625,0.0844525,0.6327066
0.163575,0,0.0042832,0.64035,0.0742427,0.5666748
0.1645746,0,0.0016094,0.66434,0.0732886,0.6344115
0.0947368,0,0.0158232,0.64621,0.0996941,0.6401107
0.1680376,0,0.0034629,0.52703,0.1076605,0.5208412
0.0754717,0,0.0048224,0.5792,0.1008387,0.5742149
0.1650485,0,0.0095859,0.59139,0.0874083,0.4577526
0.1151993,1,0.0051893,0.5383,0.0933395,0.5674437
0.0870191,1,0.0469253,0.47151,0.1145246,0.5422332
0.1551724,0,0.0062527,0.67738,0.0802486,0.6412209
0.1151079,0,0.0117422,0.60335,0.0732118,0.604887
0.1324717,0,0.0145044,0.66983,0.0913594,0.6242583
0.1085884,0,0.0263293,0.62878,0.1145508,0.594524
0.1557789,0,0.0056289,0.65932,0.0806714,0.5503678
0.1151079,0,0.018422,0.70171,0.0899254,0.6246527
0.1494253,0,1.783e-4,0.6701,0.0818677,0.6302345
0.1528239,0,0.0025133,0.68307,0.0745582,0.6135248
0.1863354,0,1.8e-4,0.68535,0.0641471,0.6401256
0.1503759,0,0.003338,0.68199,0.0753727,0.6120092
0.0825566,0,0.0261612,0.63278,0.1100903,0.5896049
0.1718213,0,0.0098876,0.68027,0.0790226,0.6090584
0.1476793,0,0.0017767,0.65248,0.0648231,0.6327839
0.0884126,1,0.0734213,0.63957,0.0808331,0.5377623
0.0707252,1,0.0593443,0.57289,0.1069878,0.5328792
0.0724102,1,0.0754554,0.53711,0.1141923,0.5771474
0.1022409,1,0.0105167,0.65708,0.0779079,0.6277046
0.1108344,0,0.0194246,0.6426,0.1023218,0.6057277
0.0912548,0,0.0112401,0.64998,0.1005528,0.5983294
0.1094017,0,0.0174368,0.63029,0.0924488,0.5577772
0.0891365,0,0.0332372,0.58505,0.1067749,0.6062599
0.0792079,1,0.0924472,0.59292,0.1357027,0.5644469
0.0701107,1,0.1244832,0.50186,0.1127755,0.556116
0.0834798,1,0.0332596,0.61203,0.1159928,0.5622681
0.081947,0,0.0162866,0.58638,0.1164854,0.6021044
0.1127451,0,0.012792,0.66718,0.0771424,0.5299444
0.1208459,0,0.0013265,0.62465,0.0878644,0.628194
0.0655332,1,0.0779793,0.5766,0.1024786,0.5270762
0.068299,0,0.003178,0.55346,0.1060073,0.6294587
0.0714481,1,0.0139838,0.57005,0.1097137,0.5860038
0.0748915,0,0.0017736,0.56488,0.1086107,0.6294924
0.072272,1,0.0123115,0.58093,0.1112046,0.5811328
0.0851624,0,0.0041353,0.58089,0.1085578,0.6091258
0.0889761,0,0.0169136,0.5271,0.1055589,0.6145506
0.093914,1,0.0336386,0.53988,0.1187767,0.6020192
0.0630567,0,0.0681135,0.50834,0.1165363,0.5748422
0.0918216,1,0.0105696,0.54467,0.1025896,0.616567
0.0982867,0,0.03309,0.55248,0.0888529,0.4914772
0.0783425,1,0.0778685,0.51534,0.1190015,0.5793145
0.0810612,1,0.1020214,0.51383,0.1134604,0.5754362
0.1983806,0,0.0078475,0.61739,0.1015794,0.6373674
0.1495468,0,0.0305424,0.59537,0.1034986,0.5979974
0.0864474,1,0.0244144,0.42202,0.0918052,0.5479117
0.0850561,0,0.0285403,0.55666,0.1108177,0.6022609
0.0812721,0,0.0041447,0.45714,0.1457187,0.556528
0.0692002,0,0.0050202,0.54215,0.1130565,0.5586931
0.1162866,0,0.0155432,0.52907,0.1086355,0.5691059
0.1204819,0,0.0086705,0.47712,0.083959,0.559215
0.1616201,0,0.0372303,0.53619000000000006,0.083942,0.6126106
0.0674996,1,0.0689333,0.46811,0.098342,0.5296087
0.0833333,0,0.045212,0.5532,0.0988975,0.5867772
0.0794297,0,0.0295052,0.47885,0.0765277,0.618973
0.0859593,1,0.0533827,0.51151,0.1071954,0.5828758
0.154273,1,0.0342603,0.57753,0.088511,0.6479238
0.1336406,0,0.0360424,0.56614,0.0709004,0.6549224
0.1171548,0,0.0519149,0.48774,0.0871622,0.6224324
0.0848523,0,0.0527573,0.48739,0.0736495,0.6146561
0.1076487,0,0.0083988,0.60649,0.0792138,0.6141108
0.185567,0,0.0042464,0.60077,0.0736334,0.6579583
0.1913043,0,8.71e-4,0.66186,0.0753679,0.6586439
0.123348,0,0.0253652,0.61983,0.0786848,0.6264518
0.2328358,0,0.001262,0.58771,0.0741487,0.677494
0.1617021,0,0.0051107,0.59781,0.0728884,0.6407231
0.1362764,0,0.0198871,0.60119,0.072362,0.6647512
0.1016903,1,0.0635358,0.49986,0.0916087,0.592017
0.1149289,0,0.1059392,0.54312,0.0685188,0.5997953
0.0696203,0,0.0801482,0.46891,0.0882698,0.5720295
0.0692448,1,0.0780424,0.47123,0.1028428,0.5225223
0.0955711,0,0.0107636,0.5239,0.1002756,0.6555415
0.0643826,1,0.0595595,0.47117,0.1094088,0.5432842
0.1022444,0,0.0993202,0.51498,0.0983243,0.5583427
0.0965575,0,0.0119131,0.51651,0.1000342,0.6315339
0.1787597,1,0.0524131,0.49369,0.1049013,0.5934663
0.2322946,0,0.026881,0.52647,0.0738668,0.6192172
0.2227806,0,0.0343409,0.48928,0.067052,0.6649833
0.1802657,0,0.006149,0.46734,0.0946088,0.5733865
0.0832049,0,0.0050348,0.2848,0.068262,0.5634182
0.09375,0,0.0438105,0.39088,0.074155,0.6067715
0.1088804,1,0.0016051,0.34836,0.0583439,0.581421
0.0915917,1,0.0033219,0.3013,0.0599066,0.5899993
0.1055019,1,0.0330253,0.45374,0.1065359,0.5423179
0.0780245,1,0.1299481,0.49716,0.0704658,0.4807342
0.1156737,1,0.0966651,0.48868,0.09947,0.6013544
0.0927537,1,0.1708201,0.44219,0.0957035,0.556763
0.0948645,1,0.2252486,0.48267,0.1094353,0.5784421
0.077552,0,0.1945858,0.49822,0.0845984,0.6014946
0.0943033,0,0.1754492,0.47199,0.088199,0.555206
0.0860008,1,0.0371404,0.52318,0.103991,0.5648072
0.1187151,0,0.0133102,0.48987000000000003,0.077237,0.6550862
0.0734694,0,0.0019039,0.43321,0.1115611,0.6060383
0.097491,0,0.0023004,0.40613,0.076233,0.6139554
0.1237279,0,0.0132411,0.36746,0.0648602,0.618865
0.0997972,0,0.0011206,0.28739,0.0471069,0.6158928
0.1145194,0,0.0495256,0.50789,0.0850359,0.6262296
0.1212121,0,0.0408518,0.47908,0.0918245,0.5875134
0.1541096,0,0.0822869,0.56741,0.0878351,0.5935011
0.1034318,1,0.0591119,0.54738,0.1086916,0.5776294
0.0782609,0,0.1303169,0.50289,0.0595659,0.6947249
0.1690141,0,0.0477007,0.52851,0.0731155,0.6594144
0.0971757,1,0.0877287,0.60007,0.1077747,0.586719
0.1746988,0,0.0244782,0.5637,0.0929592,0.6403129
0.0897436,0,0.0740653,0.50726,0.083535,0.6072466
0.1080088,0,0.0325001,0.53538,0.1039057,0.6088257
0.1135191,0,0.0059722,0.53544,0.0762343,0.6203632
0.0676536,1,0.1413546,0.50394,0.09785,0.5565511
0.1014367,0,0.1658647,0.4949,0.0953421,0.598213
0.0772631,1,0.1930097,0.61005,0.097572999999999993,0.6023459
0.0913229,1,0.1045706,0.48635,0.109728,0.5785443
0.0711015,1,0.1507356,0.45408,0.1009596,0.554483
0.0766932,1,0.1046197,0.53213,0.1073595,0.5970769
0.0952326,1,0.1423674,0.51344,0.0973067,0.6213672
0.114214,1,0.1933973,0.51093,0.1037945,0.5926188
0.079065,1,0.201345,0.50137,0.1045198,0.5791134
0.10482,1,0.1313618,0.56989,0.1097675,0.5777844
0.1122449,0,0.0737763,0.55057,0.1101904,0.592015
0.0743034,0,0.0891569,0.44884,0.0883298,0.6156534
0.1104651,0,0.0420657,0.53285,0.1134339,0.6091985
0.1867677,0,0.0305001,0.54183,0.1016326,0.561766
0.1159188,1,0.0297492,0.54665,0.1110439,0.5968187
0.0820753,1,0.1000419,0.51677,0.1223658,0.5488836
0.1169181,0,0.031572,0.49636,0.1120854,0.594484
0.0884535,1,0.0526207,0.54392,0.1143796,0.5843993
0.0707719,1,0.1370337,0.50292,0.1140447,0.5906388
0.0926217,0,0.0587287,0.46024,0.1095385,0.6029638
0.1340629,1,0.0413896,0.47547,0.1245047,0.551554
0.1544715,0,0.0032369,0.43424,0.1140036,0.5655296
0.0645161,0,0.002081,0.58304,0.0658646,0.4249592
0.0467836,0,0.003806,0.55096,0.0735965,0.3978613
0.1176471,0,0.0028169,0.49434,0.0912117,0.4902352
0.1472868,0,0.0092719,0.59401,0.1020632,0.6037078
0.1258741,0,0.0065333,0.47878,0.1169577,0.5397993
0.0708661,0,0.002513,0.58092,0.118985,0.5744717
0.120155,0,0.0037594,0.53158,0.134042,0.5529557
0.0519481,0,0.0027351,0.48655,0.0615354,0.4432163
0.1,0,0.0069059,0.41214,0.0917577,0.4266137
0.1598039,1,0.0499702,0.54113,0.1060742,0.55999
0.0825397,0,9.675e-4,0.58089,0.0920935,0.5686723
0.0473373,0,0.0010025,0.5305,0.0878114,0.5696223
0.0970043,1,0.0090535,0.61367,0.1127596,0.5882011
0.1716418,0,8.074e-4,0.57096,0.1057032,0.5961978
0.1462185,0,7.517e-4,0.62409,0.1055565,0.6140854
0.1306533,0,0.0018981,0.64706,0.1088828,0.6268092
0.1252723,0,0.001201,0.54444,0.1268151,0.5587107
0.1033403,0,0.0011446,0.56144,0.1211376,0.5804325
0.1792829,0,8.53e-4,0.6112,0.1181163,0.5603076
0.0888889,0,0.0018179,0.58459,0.0973771,0.5781034
0.1305192,1,0.0037802,0.5822,0.1166416,0.5703276
0.1225806,0,0.0013041,0.61962,0.0829903,0.5704422
0.1260912,0,0.002245,0.60489,0.0918719,0.5622668
0.1185345,0,0.0018389,0.61098,0.1260031,0.6000538
0.0885358,0,0.0017767,0.55129,0.1203987,0.5428689
0.0991379,0,9.118e-4,0.56769,0.1095636,0.6161295
0.1302605,0,0.0010087,0.57971,0.1164856,0.6188047
0.1111111,0,0.0013579,0.55916,0.1181645,0.5915464
0.1056273,1,0.0022688,0.56406,0.1083062,0.542618
0.2641844,0,0.0012546,0.57182,0.0981046,0.6257733
0.1924686,0,0.0065861,0.64512,0.1225771,0.6127264
0.1667991,1,0.006248,0.57977,0.1319776,0.5708748
0.105216,1,0.022351,0.51689,0.0842963,0.5335173
0.0990783,0,0.0027881,0.595,0.0978486,0.5455893
0.0847352,1,0.0037508,0.58898,0.1093809,0.5201709
0.085676,0,0.0046671,0.46367,0.123862,0.4915125
0.080303,1,0.004095,0.47376,0.1343835,0.5190938
0.073033699999999993,0,0.0073871,0.4499,0.1085926,0.5622759
0.0982615,0,0.0032258,0.48638,0.1044646,0.5695868
0.0660692,1,0.0215864,0.5004,0.1250595,0.5151975
0.0535714,0,0.0046251,0.45067,0.1230823,0.5133134
0.0752534,1,0.034316,0.50157,0.109947,0.5503102
0.1092044,0,0.0151299,0.67463,0.0995319,0.5869609
0.0704908,1,0.0291874,0.51786,0.1169187,0.5336047
0.1462214,1,0.0036517,0.58232,0.1147053,0.595352
0.1130435,0,0.0037298,0.52688,0.0795963,0.46244
0.0912106,1,0.0034483,0.53769,0.1081486,0.5462922
0.0813043,1,0.0060059,0.5479,0.1161298,0.559016
0.1267806,0,0.0012473,0.61067,0.1059328,0.5770986
0.0410654,0,0.0051471,0.471,0.0789676,0.4956617
0.0682676,0,0.004049,0.53404,0.1065592,0.5196588
0.086631,0,0.0011837,0.60893,0.1082012,0.59847
0.1125,0,0.0012984,0.6454,0.0828032,0.6468813
0.0737458,1,0.0062858,0.56545,0.1148533,0.5966058
0.0844156,0,0.0064018,0.56476,0.09439,0.6380895
0.1192308,0,3.595e-4,0.58528,0.1161594,0.6609371
0.108595,1,0.0022899,0.60736,0.0722005,0.6342725
0.1365188,0,0.0024424,0.61921,0.0794947,0.5979867
0.1179775,0,0.0021214,0.58172,0.1561809,0.5056726
0.1288889,0,0.0023589,0.64078,0.069718,0.6562108
0.137468,1,0.0026312,0.57715,0.0499941,0.5891605
0.1082486,1,0.0099171,0.55182,0.0915397,0.5796719
0.136,1,0.002674,0.66607,0.0564741,0.6044698
0.0925333,1,0.0034443,0.62529,0.0871536,0.5958789
0.1603774,0,6.585e-4,0.61523,0.1173237,0.6249868
0.113924,0,0.0012784,0.50928,0.1047272,0.5208998
0.1561644,0,0.0013124,0.56337,0.1072783,0.5678392
0.2533784,0,0.0011113,0.62398,0.0873475,0.623422
0.1798246,0,6.562e-4,0.69097,0.0701737,0.6666994
0.2060041,0,0.0039391,0.61063,0.1104919,0.6179491
0.0853369,0,0.0261178,0.55462,0.1248097,0.6010575
0.1393939,0,0.0011828,0.59271,0.1270457,0.6084023
0.1098266,0,0.0010779,0.58309,0.1356397,0.6228806
0.087868,1,0.0066486,0.54065,0.132557,0.5606157
0.075822,0,0.0078042,0.54461,0.1303626,0.4747258
0.0717618,1,0.0033697,0.55711,0.1273263,0.5747351
0.0824411,0,0.0246279,0.57404,0.1273023,0.6083469
0.0819512,0,0.0020468,0.58863,0.1242675,0.5939878
0.0935522,1,0.0266888,0.52297,0.1011002,0.5607893
0.1216197,1,0.0571983,0.48397,0.0948829,0.5678534
0.0749084,1,0.0426346,0.46845,0.0865694,0.5490668
0.0948172,1,0.0157827,0.51937,0.1116149,0.5309887
0.0969371,1,0.0630189,0.49233,0.1111116,0.5408251
0.1293794,1,0.0255705,0.42005,0.0912485,0.5408553
0.1595273,0,0.0103849,0.62146,0.1138088,0.6066768
0.1666667,0,0.0190359,0.62213,0.1232294,0.6280968
0.1164179,0,0.0055786,0.6202,0.1180454,0.61687
0.0912328,1,0.0181325,0.54237,0.1456893,0.5376881
0.0996708,1,0.0129247,0.49847,0.1270197,0.525266
0.12155,1,0.0961999,0.4343,0.0972515,0.5090504
0.0800895,1,0.078189,0.52468,0.1364656,0.5329
0.1143552,0,0.0023703,0.55057,0.1174293,0.5522556
0.10439,1,0.0549027,0.48008,0.1023899,0.5201859
0.0981065,1,0.0273954,0.4495,0.0770633,0.5912584
0.1130042,1,0.0203211,0.50478,0.0980312,0.5338586
0.096091,1,0.073222,0.46323,0.0886994,0.5164733
0.0901468,1,0.0019538,0.58887,0.1273562,0.5762537
0.141115,0,0.0107301,0.61106,0.0662906,0.4901546
0.0967092,0,0.0073854,0.58658,0.0863979,0.6058125
0.0936819,1,0.0017436,0.5758,0.104936,0.6087329
0.0927907,1,0.0110403,0.57266,0.1222171,0.5655666
0.097174,1,0.0023133,0.56272,0.1135485,0.5916984
0.0929866,1,0.0038716,0.5756,0.1294996,0.5665054
0.0931218,1,0.0266869,0.52167,0.1171946,0.5438588
0.1044776,0,0.0024044,0.59755,0.1107832,0.611098
0.0789028,1,0.0068433,0.57173,0.1112307,0.5454209
0.0718105,0,0.0022548,0.54731,0.1410149,0.5657941
0.0815381,1,0.0080838,0.53345,0.0936205,0.5584236
0.106089,1,0.0113467,0.55361,0.1024874,0.5894506
0.0887199,0,0.0037314,0.612,0.1125196,0.5944706
0.1437909,0,2.768e-4,0.62281,0.1033539,0.6365503
0.0817264,1,0.0016671,0.56975,0.1116019,0.6157783
0.1158537,0,0.0010082,0.58357,0.1079599,0.6277029
0.1011236,0,0.0024153,0.56036,0.1478897,0.603727
0.1150881,1,0.0063844,0.5643,0.0989177,0.5378295
0.0865737,0,0.0068525,0.57487,0.1236961,0.5981645
0.1085241,1,0.0431878,0.51444,0.1157903,0.5443975
